GeneID	GeneName	SRR9624152	SRR9624153	SRR9624154	SRR9624155	SRR9624156	SRR9624157
g2249	--	715	736	4658	493	547	4725
g225	--	345	414	1218	374	423	3677
g2250	--	417	552	4793	384	288	3236
g2251	--	527	734	2537	479	593	4799
g2252	--	51	70	540	35	20	251
g2253	--	442	556	1600	514	623	5305
g2254	--	296	366	1074	354	428	3729
g2255	--	684	867	2430	759	953	7758
g2256	--	91	86	256	58	66	717
g2257	--	168	144	512	145	174	1512
g2258	--	125	140	398	174	225	1886
g2259	--	569	561	1726	531	541	4659
g226	--	95	123	410	93	146	1126
g2260	--	783	830	2664	738	885	7472
g2261	--	334	282	1440	338	484	3371
g2262	--	7765	13947	42036	5507	6221	52398
g2263	--	88	194	494	47	57	594
g2264	--	165	164	592	209	254	2252
g2265	--	658	988	2862	1040	1242	10597
g2266	--	1709	2084	5884	1920	2303	20318
g2267	--	2207	3377	10020	2366	2882	24583
g2268	--	166	372	1306	192	257	2106
g2269	--	2168	3149	8472	2123	2792	22354
g227	--	37	48	178	16	26	286
g2270	--	4261	13325	28330	4087	4843	41816
g2271	--	198	539	1266	164	208	1659
g2272	--	177	343	982	194	189	1681
g2273	--	214	271	768	195	222	2109
g2274	--	93	102	410	106	129	1166
g2275	--	784	1000	2714	743	977	7896
g2276	--	14	49	198	16	22	188
g2277	--	366	341	1128	389	473	3994
g2278	--	93	85	342	108	115	900
g2279	--	73	110	462	66	78	581
g228	--	40	42	160	31	39	366
g2280	--	599	716	2136	452	535	4386
g2281	--	843	997	3316	866	1092	9200
g2282	--	180	242	966	182	210	2074
g2283	--	175	190	524	186	252	1951
g2284	--	760	978	2704	1087	1326	11663
g2285	--	409	450	1686	363	385	3501
g2286	--	44	94	286	26	42	278
g2287	--	617	569	1738	521	678	5335
g2288	--	486	716	1820	561	686	5526
g2289	--	605	788	2104	666	838	7533
g229	--	3661	5161	13666	4708	5845	49639
g2290	--	151	233	486	175	185	1576
g2291	--	1674	2659	7188	2790	3356	28642
g2292	--	250	324	1280	227	246	2183
g2293	--	764	1019	2810	803	977	8280
g2294	--	59	122	566	67	81	504
g2295	--	364	615	1816	288	351	3020
g2296	--	480	812	2094	462	576	4589
g2297	--	142	202	698	127	152	1361
g2298	--	863	1463	3898	701	841	6943
g2299	--	205	333	1096	328	296	2795
g23	--	263	226	726	284	295	2327
g230	--	1143	1403	4278	1433	1715	14661
g2300	--	70	39	170	36	41	342
g2301	--	248	360	1178	200	212	1748
g2302	--	316	271	1092	326	399	3400
g2303	--	146	187	422	90	85	631
g2304	--	1988	3348	12289	1690	1885	16790
g2305	--	233	427	1376	273	365	3077
g2306	--	1118	1001	4840	864	906	8287
g2307	--	288	318	1306	318	298	2554
g2308	--	307	515	1614	361	440	3669
g2309	--	250	298	1300	261	334	2645
g231	--	537	643	1832	602	795	6667
g2310	--	471	298	1234	256	290	2344
g2311	--	687	834	2462	908	1031	9584
g2312	--	112	212	720	167	208	1679
g2313	--	192	256	864	178	220	2028
g2314	--	443	601	1854	448	522	4154
g2315	--	514	451	1564	434	538	4476
g2316	--	577	695	2050	545	698	6287
g2317	--	753	871	2560	949	1035	9510
g2318	--	536	628	1872	550	654	5608
g2319	--	202	196	552	208	266	2300
g232	--	150	156	496	198	201	1715
g2320	--	1806	2447	6664	1659	1989	17155
g2321	--	137	155	768	117	144	1175
g2322	--	115	137	484	151	155	1362
g2323	--	178	425	996	199	269	2327
g2324	--	215	422	1090	233	275	2429
g2325	--	741	921	2606	859	1071	8524
g2326	--	388	325	1226	302	455	3121
g2327	--	670	662	2026	590	631	5764
g2328	--	199	226	724	214	253	2150
g2329	--	280	225	812	260	348	2835
g233	--	117	154	420	172	215	1580
g2330	--	316	363	958	420	454	3994
g2331	--	1981	2589	7138	1852	2186	19044
g2332	--	970	984	3210	737	930	7686
g2333	--	409	540	1794	606	703	6034
g2334	--	883	946	2670	859	1084	8729
g2335	--	1002	1091	3248	988	1266	9960
g2336	--	55	54	198	56	40	534
g2337	--	1885	2370	13010	1792	2021	17462
g2338	--	119	150	557	100	98	1114
g2339	--	17	34	78	19	18	153
g234	--	149	226	636	164	193	1662
g2340	--	372	333	4123	293	332	2694
g2341	--	151	186	502	115	147	1123
g2342	--	632	477	3647	254	344	3116
g2343	--	247	193	600	165	173	1610
g2344	--	139	249	2838	138	167	1444
g2345	--	2026	4851	11077	6288	7448	64262
g2346	--	106	170	320	173	153	1501
g2347	--	532	780	2134	750	856	7592
g2348	--	533	417	1486	459	471	4169
g2349	--	277	260	860	202	243	2006
g235	--	296	388	1186	229	296	2517
g2350	--	1195	1442	4896	1414	1651	14549
g2351	--	523	729	2442	706	974	7936
g2352	--	150	145	634	133	141	1705
g2353	--	813	612	1996	573	657	6123
g2354	--	356	450	1422	460	612	4314
g2355	--	1020	1152	3124	951	1070	9468
g2356	--	196	158	800	131	197	1652
g2357	--	90	129	326	78	96	761
g2358	--	164	172	1470	167	216	2286
g2359	--	637	826	2586	689	739	6570
g236	--	519	709	2156	394	445	4046
g2360	--	232	269	800	204	282	2112
g2361	--	1403	2106	5710	1612	2035	16945
g2362	--	1135	1076	3252	1062	1276	11113
g2363	--	352	302	1000	298	367	2882
g2364	--	927	957	2980	901	1095	9136
g2365	--	2991	3275	9960	2949	3602	31639
g2366	--	215	226	660	146	213	1652
g2367	--	36	61	266	45	54	537
g2368	--	1604	2248	6490	2275	2698	22932
g2369	--	2398	3325	9036	3014	3178	29477
g237	--	337	444	1156	415	441	3848
g2370	--	581	731	1940	828	868	8736
g2371	--	507	619	1782	520	658	5316
g2372	--	28	134	386	15	29	355
g2373	--	204	297	964	282	347	2780
g2374	--	217	345	1048	216	263	2446
g2375	--	330	418	1418	370	416	3492
g2376	--	176	207	896	300	311	2679
g2377	--	535	514	1648	437	503	4407
g2378	--	112	149	640	139	172	1315
g2379	--	26	17	56	8	13	122
g238	--	796	1035	3088	1013	1116	9677
g2380	--	210	241	820	196	234	2236
g2381	--	1279	2032	8280	1247	1466	11444
g2382	--	1814	2876	8154	2130	2641	22017
g2383	--	837	1349	4602	739	928	7555
g2384	--	47	48	352	86	102	822
g2385	--	260	284	956	375	429	3434
g2386	--	142	159	594	154	197	1688
g2387	--	663	770	2220	743	828	6872
g2388	--	482	475	1540	592	682	5603
g2389	--	218	221	854	214	258	2334
g239	--	1225	1862	5234	1639	1971	16694
g2390	--	1387	1442	4092	1194	1238	11218
g2391	--	583	1030	2852	553	635	5733
g2392	--	659	656	1888	450	493	4105
g2393	--	244	196	676	207	213	2267
g2394	--	68	54	238	61	61	517
g2395	--	561	544	1574	558	705	5484
g2396	--	323	412	1252	368	480	3672
g2397	--	2005	2720	8170	2321	3150	25067
g2398	--	485	589	2712	310	399	3425
g2399	--	285	316	914	270	358	2842
g24	--	1019	1543	5508	822	1073	8861
g240	--	506	857	2134	464	565	4494
g2400	--	2109	3665	9847	4506	4912	42859
g2401	--	843	1088	2752	955	1162	10017
g2402	--	2	22	32	4	11	74
g2403	--	217	322	876	170	222	1898
g2404	--	368	464	1618	377	460	3962
g2405	--	277	352	918	188	253	2147
g2406	--	1019	1454	4010	1134	1283	11232
g2407	--	1037	1351	4571	1337	1525	13362
g2408	--	4778	5992	16302	7964	9108	79605
g2409	--	576	709	2154	696	912	7331
g241	--	121	129	632	86	88	808
g2410	--	199	205	624	192	304	2477
g2411	--	461	535	1846	514	522	4822
g2412	--	44	50	236	37	71	515
g2413	--	151	138	606	158	181	1441
g2414	--	418	545	1756	485	546	4579
g2415	--	378	335	1154	295	417	3089
g2416	--	311	355	1246	378	403	3357
g2417	--	155	291	870	133	169	1426
g2418	--	517	691	1850	531	592	5477
g2419	--	329	423	1544	301	427	3388
g242	--	60	64	262	57	70	421
g2420	--	204	253	868	162	183	1467
g2421	--	167	210	1182	156	222	1652
g2422	--	95	122	532	120	152	1127
g2423	--	175	145	430	142	180	1633
g2424	--	387	355	1166	262	382	3159
g2425	--	649	642	2062	566	663	6057
g2426	--	416	578	1936	434	493	4410
g2427	--	143	140	498	145	184	1503
g2428	--	1403	1733	4742	1522	1783	15250
g2429	--	334	379	1218	350	429	3780
g243	--	154	346	1610	235	213	1758
g2430	--	53	50	170	30	43	481
g2431	--	1333	1756	5132	887	1237	9881
g2432	--	432	454	1696	429	540	4250
g2433	--	466	597	2000	480	528	4762
g2434	--	307	404	1106	275	302	2718
g2435	--	689	932	3074	742	809	6766
g2436	--	1353	1252	3828	1338	1636	13893
g2437	--	66	71	350	62	90	696
g2438	--	280	275	756	393	405	3715
g2439	--	36	46	330	27	60	383
g244	--	2090	2508	7162	2249	2637	22035
g2440	--	784	1473	3990	549	731	5973
g2441	--	339	336	1276	219	363	2703
g2442	--	1344	1518	4698	1018	1168	9885
g2443	--	921	1537	5076	1195	1238	11072
g2444	--	847	965	3008	689	811	6696
g2445	--	62	73	274	74	72	651
g2446	--	37	45	112	42	43	392
g2447	--	130	130	354	119	145	1298
g2448	--	455	586	1578	654	631	6063
g2449	--	241	325	904	237	273	2328
g245	--	1640	1885	5592	1364	1661	14052
g2450	--	441	628	1644	398	514	4300
g2451	--	260	455	2956	238	262	2264
g2452	--	1072	1711	4240	1163	1414	11767
g2453	--	2826	4283	19601	2441	2909	25647
g2454	--	2361	4294	12329	1814	1923	17661
g2455	--	247	318	976	190	266	2078
g2456	--	749	660	1973	508	651	5360
g2457	--	359	548	1332	345	362	3453
g2458	--	807	944	2514	904	1070	9391
g2459	--	468	521	2074	371	426	3674
g246	--	614	895	2360	530	737	5520
g2460	--	389	372	1308	373	449	3837
g2461	--	1049	1316	4126	1387	1646	13896
g2462	--	404	684	1564	489	600	4947
g2463	--	161	164	700	176	224	1831
g2464	--	122	96	552	103	118	1342
g2465	--	341	414	1292	465	558	4519
g2466	--	492	501	1532	441	570	4725
g2467	--	629	811	2552	654	711	6317
g2468	--	786	929	2678	818	965	8064
g2469	--	592	618	1756	598	657	5901
g247	--	482	550	1616	340	461	3710
g2470	--	2084	2554	7040	2067	2463	19967
g2471	--	60	102	388	47	58	568
g2472	--	1220	1768	5052	1386	1810	15052
g2473	--	47	76	198	87	86	844
g2474	--	931	1473	3878	891	1066	9100
g2475	--	517	844	2684	710	960	7373
g2476	--	2508	3437	10480	2644	3274	27657
g2477	--	122	183	666	127	126	1221
g2478	--	624	802	2438	614	821	6631
g2479	--	432	429	1332	406	462	4076
g248	--	550	538	1646	749	873	6984
g2480	--	54	44	182	54	44	351
g2481	--	112	122	490	71	113	990
g2482	--	427	579	1476	575	713	6182
g2483	--	4	8	10	6	4	41
g2484	--	694	699	2132	613	792	6355
g2485	--	224	258	658	196	232	2002
g2486	--	625	736	2198	473	641	5419
g2487	--	432	560	1904	441	480	4445
g2488	--	1188	1577	4186	1121	1387	11972
g2489	--	367	467	1334	623	671	6142
g249	--	445	550	1610	418	536	4729
g2490	--	337	584	1932	403	446	4149
g2491	--	1990	2782	7458	2340	2862	22122
g2492	--	652	934	2420	801	974	7726
g2493	--	55	56	318	43	60	624
g2494	--	137	162	546	99	112	1133
g2495	--	229	267	1080	218	227	2110
g2496	--	84	116	326	84	90	877
g2497	--	141	152	478	100	113	1078
g2498	--	25	17	72	16	18	139
g2499	--	772	912	2844	1079	1186	10568
g25	--	68	107	330	40	45	446
g250	--	72	80	306	82	75	754
g2500	--	62	78	214	38	41	377
g2501	--	666	860	2750	795	871	8193
g2502	--	311	474	1266	344	497	3489
g2503	--	2808	3870	10560	2773	3489	29922
g2504	--	253	391	1214	351	406	3880
g2505	--	140	204	948	184	216	1846
g2506	--	651	824	2252	574	720	5725
g2507	--	1454	2448	6678	2620	2817	25162
g2508	--	90	162	504	106	126	1130
g2509	--	987	1063	3172	924	1255	9915
g251	--	252	228	778	286	309	2854
g2510	--	4916	6450	19968	4600	5725	48441
g2511	--	994	1053	3106	1095	1517	11400
g2512	--	260	299	802	233	249	2305
g2513	--	90	106	510	93	95	787
g2514	--	353	440	1698	390	476	4089
g2515	--	462	588	1664	479	571	4807
g2516	--	988	1351	3972	1093	1213	10290
g2517	--	853	1033	3436	613	692	6366
g2518	--	113	168	628	83	124	1089
g2519	--	975	1155	3204	1052	1310	9969
g252	--	881	855	2718	849	1037	7998
g2520	--	645	783	2164	487	585	4766
g2521	--	610	734	1998	463	545	4464
g2522	--	308	387	1192	319	365	3152
g2523	--	196	302	1008	209	316	2174
g2524	--	493	510	1548	470	549	4371
g2525	--	88	93	620	68	102	797
g2526	--	6111	7016	54914	5992	9623	87435
g2527	--	186	242	622	160	186	1571
g2528	--	2129	2545	15357	2110	2468	21190
g2529	--	1128	1196	10370	946	1131	10002
g253	--	562	535	1846	786	798	7104
g2530	--	35	47	168	32	45	340
g2531	--	326	336	1262	329	356	2985
g2532	--	6097	7085	56110	6309	9666	88373
g2533	--	1199	1679	5152	1335	1526	13648
g2534	--	1868	2498	7924	2030	2465	20945
g2535	--	5079	6630	18630	5367	6159	53857
g2536	--	278	321	1090	226	322	2831
g2537	--	163	204	670	175	163	1581
g2538	--	293	276	1162	223	284	2268
g2539	--	76	62	380	48	44	481
g254	--	601	832	2654	571	643	5814
g2540	--	556	638	2110	473	634	4987
g2541	--	562	682	1892	508	651	5594
g2542	--	191	275	1142	231	336	2500
g2543	--	443	412	1506	533	611	5604
g2544	--	3099	4614	11760	3528	4342	37705
g2545	--	1788	2268	7920	1761	1972	18123
g2546	--	972	1113	3344	887	1109	9094
g2547	--	1797	2629	6976	1504	1886	15825
g2548	--	499	546	1580	470	652	5473
g2549	--	1635	1957	6020	2390	2862	23754
g255	--	55	55	270	68	39	616
g2550	--	1395	1757	4914	1448	1954	15912
g2551	--	1408	1731	4902	1383	1787	14359
g2552	--	416	639	1616	490	626	4950
g2553	--	995	1172	3440	1130	1397	11457
g2554	--	24	47	142	25	22	233
g2555	--	1851	2062	5870	1678	2250	18690
g2556	--	795	900	2660	832	922	8844
g2557	--	307	272	852	304	333	2780
g2558	--	357	797	2168	374	542	4289
g2559	--	93	243	700	93	88	947
g256	--	461	586	1892	419	531	5080
g2560	--	1091	1295	3450	1454	1844	15240
g2561	--	59	96	362	71	117	855
g2562	--	206	309	1228	239	312	2517
g2563	--	510	838	3032	494	602	4976
g2564	--	128	271	1126	136	147	1293
g2565	--	140	147	562	161	233	1751
g2566	--	228	199	798	193	294	2379
g2567	--	202	270	750	203	228	2021
g2568	--	46	68	302	76	43	417
g2569	--	98	113	472	154	204	1482
g257	--	106	93	340	99	131	1146
g2570	--	253	244	1032	97	145	1218
g2571	--	627	760	2696	420	489	4617
g2572	--	468	509	1555	187	239	2312
g2573	--	1781	1823	5495	1386	1465	13078
g2574	--	490	510	2285	508	645	4789
g2575	--	2037	2654	8106	2045	2341	21171
g2576	--	341	555	1552	360	450	3579
g2577	--	209	333	950	396	472	3705
g2578	--	951	1065	3268	938	1108	8819
g2579	--	1920	2157	6506	1637	2114	17640
g258	--	520	572	1810	565	644	5953
g2580	--	514	795	2166	541	651	5685
g2581	--	560	651	1896	448	526	4187
g2582	--	957	1051	3446	1027	1202	10500
g2583	--	78	161	430	79	99	896
g2584	--	80	153	616	72	72	628
g2585	--	1732	2639	7292	1574	2256	18453
g2586	--	666	819	2416	919	1073	8311
g2587	--	404	338	1200	457	458	4180
g2588	--	2053	2548	7104	1815	2105	17142
g2589	--	661	747	2148	637	754	6138
g259	--	170	191	594	225	275	2250
g2590	--	2311	2618	7596	2072	2803	22291
g2591	--	1441	1782	5132	1361	1787	14981
g2592	--	1470	1527	4478	1364	1774	14695
g2593	--	388	419	1312	278	348	2955
g2594	--	839	980	2850	707	936	7397
g2595	--	150	152	504	149	171	1352
g2596	--	214	181	864	216	220	1968
g2597	--	248	196	922	228	289	2374
g2598	--	514	530	1514	421	504	4789
g2599	--	91	123	590	118	118	1048
g26	--	121	112	446	132	153	1265
g260	--	719	802	2402	677	845	6835
g2600	--	186	232	654	199	236	2512
g2601	--	8	12	62	22	12	168
g2602	--	6	4	24	9	13	69
g2603	--	842	973	3056	709	766	7351
g2604	--	204	284	932	233	240	2307
g2605	--	513	591	1886	505	551	4749
g2606	--	183	176	596	176	186	1634
g2607	--	6	6	12	0	4	25
g2608	--	323	415	1096	373	355	3407
g2609	--	337	431	1676	404	439	4003
g261	--	282	393	1074	290	354	3053
g2610	--	261	284	894	300	325	3295
g2611	--	194	217	600	201	291	2325
g2612	--	21	37	100	32	34	281
g2613	--	495	646	2206	692	770	6643
g2614	--	261	400	1252	315	291	2551
g2615	--	127	323	932	179	198	1912
g2616	--	385	466	1262	430	501	4285
g2617	--	288	452	1262	306	420	3617
g2618	--	625	832	2736	683	855	6562
g2619	--	234	250	662	215	241	2142
g262	--	31	34	194	50	35	318
g2620	--	644	747	2122	553	688	5147
g2621	--	666	591	1806	619	712	6127
g2622	--	717	797	2290	831	993	8495
g2623	--	1394	2083	5314	1321	1658	13733
g2624	--	400	668	1836	524	539	5126
g2625	--	249	244	1070	214	248	2618
g2626	--	157	163	894	177	148	1613
g2627	--	895	1435	3558	1104	1237	10482
g2628	--	428	514	1406	436	510	4856
g2629	--	289	406	1338	369	441	3607
g263	--	91	200	734	130	126	1171
g2630	--	3191	3775	12752	2976	3758	31132
g2631	--	323	564	1748	274	399	3153
g2632	--	521	785	2628	719	799	7044
g2633	--	1112	1130	3288	1000	1211	10114
g2634	--	222	350	1394	254	312	2998
g2635	--	521	544	1988	472	591	5462
g2636	--	221	337	968	311	340	2887
g2637	--	460	586	1680	586	661	5987
g2638	--	693	844	2464	696	875	7605
g2639	--	193	338	966	281	317	2698
g264	--	74	72	350	66	98	566
g2640	--	347	473	1598	343	434	3546
g2641	--	197	254	1168	271	198	1963
g2642	--	424	488	2322	479	437	4548
g2643	--	452	586	1892	601	599	5529
g2644	--	1089	1597	4246	1559	1791	15636
g2645	--	1969	3068	8122	2776	3254	29116
g2646	--	343	523	1456	451	411	3987
g2647	--	129	162	598	175	175	1637
g2648	--	326	367	1917	249	294	2505
g2649	--	2122	1428	5311	1619	1810	15624
g265	--	2517	4261	12060	2625	3143	26024
g2650	--	246	149	694	133	159	1386
g2651	--	283	156	603	161	172	1369
g2652	--	313	292	1410	285	302	2881
g2653	--	488	495	2011	494	573	5165
g2654	--	127	180	887	172	205	1811
g2655	--	238	199	868	163	233	1976
g2656	--	413	436	2369	461	489	4298
g2657	--	57	55	168	53	64	514
g2658	--	119	74	446	113	124	1117
g2659	--	185	183	833	167	221	1728
g266	--	277	465	1226	232	289	2386
g2660	--	140	171	545	121	163	1397
g2661	--	215	172	722	206	256	2262
g2662	--	308	394	1817	389	474	3913
g2663	--	248	296	877	203	240	1874
g2664	--	49	42	176	30	37	268
g2665	--	473	506	1966	399	407	3788
g2666	--	2754	3701	10412	3129	3878	31614
g2667	--	211	318	918	262	304	2690
g2668	--	370	546	1934	491	654	5350
g2669	--	929	1622	4806	1116	1317	11174
g267	--	4500	6844	17734	4553	5523	46010
g2670	--	474	459	1318	555	572	5514
g2671	--	1256	1507	4470	1295	1598	12832
g2672	--	1284	3683	8482	1153	1407	11080
g2673	--	9738	48639	98320	9495	11911	96979
g2674	--	10255	51724	105350	10017	12523	101987
g2675	--	966	1200	3454	887	1249	9496
g2676	--	827	1083	3140	806	943	8022
g2677	--	671	1501	4222	847	909	7976
g2678	--	2022	2574	6666	1979	2382	20274
g2679	--	1478	1749	4730	1606	1830	16846
g268	--	319	415	1300	338	387	2971
g2680	--	1089	1363	3710	917	1110	9331
g2681	--	455	441	1290	453	489	4235
g2682	--	101	113	330	146	160	1214
g2683	--	113	164	430	115	150	1212
g2684	--	61	95	274	136	137	1172
g2685	--	235	276	830	386	449	3463
g2686	--	821	1149	2854	915	1068	9213
g2687	--	122	124	440	113	112	1142
g2688	--	308	301	1010	322	355	3066
g2689	--	192	239	886	199	221	1917
g269	--	430	515	1992	553	635	5465
g2690	--	404	463	1624	447	576	4366
g2691	--	1235	2320	6658	1256	1579	13068
g2692	--	456	598	1734	565	743	5680
g2693	--	849	1146	3720	1125	1518	11451
g2694	--	142	174	960	150	170	1542
g2695	--	284	432	1394	359	439	3576
g2696	--	305	255	826	300	290	2387
g2697	--	222	261	1108	154	189	1657
g2698	--	3113	4646	13514	3279	3979	34448
g2699	--	99	156	480	77	90	793
g27	--	58	71	460	42	70	447
g270	--	476	804	2310	816	845	7693
g2700	--	105	159	652	96	129	1009
g2701	--	380	454	1200	430	530	4233
g2702	--	380	454	1200	430	530	4233
g2703	--	3206	4244	11596	3448	4177	35363
g2704	--	229	233	736	173	211	1709
g2705	--	794	832	2694	754	903	7102
g2706	--	93	146	620	70	116	955
g2707	--	767	592	2170	602	701	6030
g2708	--	173	191	1154	145	182	1355
g2709	--	810	772	2556	682	823	6836
g271	--	379	639	1800	302	392	3129
g2710	--	144	201	606	74	121	1069
g2711	--	378	470	1322	418	452	4300
g2712	--	911	1262	3268	1128	1264	11506
g2713	--	660	1323	3248	592	718	6538
g2714	--	1724	2735	7788	1945	2493	20659
g2715	--	89	223	940	130	110	1069
g2716	--	604	748	2270	755	823	7408
g2717	--	190	249	822	231	298	2747
g2718	--	345	411	1088	270	391	3437
g2719	--	39	42	288	51	40	403
g272	--	424	512	1590	384	428	3672
g2720	--	64	46	178	31	47	357
g2721	--	18	17	34	15	9	114
g2722	--	460	402	1456	275	461	3693
g2723	--	335	426	1736	334	361	3222
g2724	--	176	275	858	132	186	1383
g2725	--	2800	3084	9054	2534	3125	25513
g2726	--	429	426	1518	451	582	4831
g2727	--	1229	1544	4558	1291	1455	13266
g2728	--	1263	1663	4610	1221	1486	12063
g2729	--	369	447	1640	373	516	3808
g273	--	129	166	682	169	202	1736
g2730	--	197	318	850	252	375	3118
g2731	--	204	220	728	265	270	2325
g2732	--	628	1259	3292	928	1133	9186
g2733	--	6007	7640	21366	5645	7245	61892
g2734	--	3921	5575	16872	4132	4790	41741
g2735	--	519	509	2038	373	572	4137
g2736	--	497	848	3340	464	566	4618
g2737	--	179	203	750	205	232	2095
g2738	--	672	792	2018	687	874	6886
g2739	--	291	375	1028	357	457	3703
g274	--	686	933	2612	880	1090	9175
g2740	--	1913	2341	7086	1915	2484	20677
g2741	--	225	265	926	196	249	2005
g2742	--	497	513	1572	427	519	4544
g2743	--	524	538	1680	456	549	4799
g2744	--	130	160	446	141	175	1247
g2745	--	473	736	2143	382	492	4367
g2746	--	2083	2873	9653	1712	1812	16662
g2747	--	421	417	1340	192	250	2107
g2748	--	1484	2080	9162	1223	1528	12976
g2749	--	236	360	938	464	450	4019
g275	--	375	349	1300	378	404	3923
g2750	--	197	275	934	205	255	1896
g2751	--	241	348	1152	234	357	2725
g2752	--	253	262	756	148	204	1670
g2753	--	1177	1341	4038	1001	1280	10300
g2754	--	553	479	1654	484	629	5282
g2755	--	88	92	380	69	92	752
g2756	--	594	748	2028	820	991	8115
g2757	--	63	113	228	38	35	376
g2758	--	1794	2275	6754	2004	2525	20778
g2759	--	339	592	1534	480	539	4352
g276	--	337	359	1344	360	376	3801
g2760	--	538	747	1892	364	495	4155
g2761	--	869	959	3012	924	1214	10224
g2762	--	549	602	1720	538	627	5615
g2763	--	211	300	692	177	270	2199
g2764	--	126	132	538	113	115	1097
g2765	--	489	654	1880	586	685	5924
g2766	--	477	679	1662	613	704	6237
g2767	--	304	374	1064	305	336	3259
g2768	--	603	583	1782	552	633	5181
g2769	--	1208	2008	5356	1958	2373	19648
g277	--	643	963	2562	929	1059	8645
g2770	--	493	910	2568	959	861	8457
g2771	--	961	1605	4402	2028	2145	20891
g2772	--	205	197	660	174	218	1607
g2773	--	698	1133	3502	853	1038	9237
g2774	--	411	543	1564	496	569	4852
g2775	--	537	587	1654	536	696	5409
g2776	--	737	876	2558	682	865	7122
g2777	--	1031	1530	4172	945	1298	10834
g2778	--	614	632	1844	435	497	4632
g2779	--	1496	1505	4480	1247	1628	13941
g278	--	60	106	492	76	96	735
g2780	--	23	45	122	23	24	187
g2781	--	233	464	1238	186	277	2179
g2782	--	901	947	3038	1007	1218	10213
g2783	--	901	947	3038	1007	1218	10213
g2784	--	355	262	946	362	380	3463
g2785	--	642	714	1936	513	567	4930
g2786	--	99	120	396	89	114	918
g2787	--	173	180	498	121	149	1280
g2788	--	738	1206	2990	884	939	8046
g2789	--	596	643	1962	771	1015	8107
g279	--	507	700	1758	547	655	5505
g2790	--	154	131	660	143	138	1483
g2791	--	450	423	1408	469	572	4774
g2792	--	113	84	434	58	105	871
g2793	--	624	803	4158	722	881	7409
g2794	--	684	699	2420	627	745	6615
g2795	--	994	1131	3508	870	1116	8974
g2796	--	1055	1384	3806	1104	1554	12661
g2797	--	346	480	1552	508	530	5296
g2798	--	53	54	234	63	44	657
g2799	--	116	110	444	117	146	1203
g28	--	135	218	882	109	154	1249
g280	--	628	811	2062	644	769	6420
g2800	--	55	57	260	39	35	399
g2801	--	521	759	2928	561	679	5704
g2802	--	635	675	2086	757	833	7175
g2803	--	635	675	2086	757	833	7175
g2804	--	355	343	1180	351	328	3290
g2805	--	476	519	1470	448	518	4477
g2806	--	354	290	1376	360	411	3638
g2807	--	1013	1370	3762	1289	1571	13149
g2808	--	63	68	138	55	65	548
g2809	--	117	117	1804	67	113	785
g281	--	64	108	390	94	110	1032
g2810	--	6	2	22	3	12	52
g2811	--	16	16	45	1	6	70
g2812	--	20	22	67	5	8	119
g2813	--	74	84	658	49	60	444
g2814	--	224	281	1513	201	321	2415
g2815	--	70	48	187	31	22	228
g2816	--	32	25	64	18	13	119
g2817	--	21	28	50	7	14	103
g2818	--	0	1	2	0	0	3
g2819	--	67	76	206	73	102	733
g282	--	757	962	3110	799	1053	8361
g2820	--	59	52	194	49	57	578
g2821	--	1026	1318	3898	1087	1349	10301
g2822	--	199	146	430	99	132	866
g2823	--	619	619	1926	567	659	5752
g2824	--	95	86	278	80	118	816
g2825	--	557	568	1978	540	638	5507
g2826	--	967	1093	3368	756	1005	7876
g2827	--	248	239	792	201	285	2219
g2828	--	545	765	1988	729	877	7242
g2829	--	471	530	1610	599	741	6323
g283	--	150	165	770	86	140	1130
g2830	--	6	5	36	16	8	127
g2831	--	129	157	676	145	198	1552
g2832	--	448	438	1520	499	605	5104
g2833	--	556	937	2596	773	967	8399
g2834	--	151	137	564	132	129	1441
g2835	--	308	299	1082	238	374	3121
g2836	--	527	660	2008	500	543	5125
g2837	--	358	477	1426	260	335	2655
g2838	--	315	389	1458	309	351	3123
g2839	--	460	779	2592	405	483	4426
g284	--	4062	5790	16016	3105	3977	32890
g2840	--	496	897	2824	550	714	5547
g2841	--	587	591	1744	469	529	4620
