GeneID	GeneName	SRR9624152	SRR9624153	SRR9624154	SRR9624155	SRR9624156	SRR9624157
g4060	--	4	4	149	2	2	27
g4061	--	4	2	36	6	3	34
g4062	--	0	0	0	0	0	0
g4063	--	0	2	2	0	2	4
g4064	--	6	4	40	14	6	49
g4065	--	13	5	28	3	1	42
g4066	--	1	0	12	2	1	21
g4067	--	16	18	84	12	11	214
g4068	--	2104	2228	7065	1568	1850	16392
g4069	--	40	60	111	32	44	312
g407	--	0	1	6	0	5	2
g4070	--	0	0	6	0	5	13
g4071	--	11	11	15	5	5	36
g4072	--	0	0	0	0	0	0
g4073	--	0	0	0	0	0	0
g4074	--	4	2	7	0	8	14
g4075	--	0	6	5	0	0	8
g4076	--	0	2	3	0	0	12
g4077	--	1	3	0	0	0	4
g4078	--	2	0	33	0	0	9
g408	--	102	67	226	58	77	552
g409	--	53	26	145	22	33	214
g41	--	3360	3793	11302	3437	4340	34781
g410	--	93	95	307	65	65	667
g411	--	15	14	152	4	5	94
g412	--	221	335	998	393	376	3435
g413	--	189	267	862	144	181	1782
g414	--	24	64	290	13	12	212
g415	--	273	653	1742	258	223	2604
g416	--	3555	5151	14008	2182	2720	23401
g417	--	2232	3085	8024	1470	1889	15499
g418	--	482	533	1496	403	484	4354
g419	--	430	497	1434	408	492	3941
g42	--	3351	3784	11260	3413	4324	34627
g420	--	1071	1949	6586	1121	1294	11189
g421	--	326	429	1422	307	418	3309
g422	--	1249	1559	4912	1254	1549	12994
g423	--	229	269	700	189	215	2035
g424	--	593	834	2464	595	851	6145
g425	--	73	88	558	80	94	787
g426	--	983	1623	3916	1901	2387	20080
g427	--	536	717	1906	519	582	5007
g428	--	416	684	2242	525	569	4928
g429	--	1506	2168	5460	2799	3359	29498
g43	--	171	226	642	173	259	1890
g430	--	5315	6407	18112	3508	3421	32713
g431	--	430	742	1916	314	340	3407
g432	--	1058	1343	4042	1167	1389	11735
g433	--	798	782	2324	649	827	6868
g434	--	504	501	1550	522	673	6247
g435	--	791	861	2552	831	988	8339
g436	--	378	316	868	323	428	3692
g437	--	195	216	856	256	279	2513
g438	--	112	186	696	168	183	1517
g439	--	60	154	412	100	128	1106
g44	--	158	196	652	167	235	2053
g440	--	2574	3462	10324	3021	3974	32534
g441	--	100	158	614	62	110	732
g442	--	735	1017	3596	871	1071	9216
g443	--	1042	1254	4288	1206	1574	12122
g444	--	510	555	1630	568	636	5310
g445	--	143	384	998	165	193	1739
g446	--	75	106	590	70	94	829
g447	--	266	322	978	290	332	2708
g448	--	430	649	1786	515	729	5677
g449	--	213	153	590	186	275	2041
g45	--	24	37	168	27	31	194
g450	--	239	317	1146	228	324	2595
g451	--	586	715	1810	722	840	7051
g452	--	331	381	1474	423	508	3958
g453	--	242	290	888	260	289	2906
g454	--	445	727	1914	485	658	5259
g455	--	644	776	2224	565	647	5166
g456	--	1809	2260	6410	2410	2713	23283
g457	--	2329	3226	8738	2240	2874	24477
g458	--	1681	2462	6388	1557	1937	16794
g459	--	218	330	954	243	241	2335
g46	--	183	202	826	186	177	1657
g460	--	127	156	496	172	175	1551
g461	--	910	1364	4386	1309	1377	12199
g462	--	109	174	476	92	114	987
g463	--	158	243	644	183	240	2073
g464	--	383	527	1584	429	594	4733
g465	--	657	1016	4672	670	723	6572
g466	--	293	211	2394	189	220	1932
g467	--	22	34	101	23	26	212
g468	--	637	864	4412	766	758	7417
g469	--	765	778	2624	814	954	8133
g47	--	98	123	676	94	100	723
g470	--	412	477	1482	417	534	4936
g471	--	731	995	2850	935	1110	9062
g472	--	281	346	1034	194	282	2043
g473	--	165	191	864	183	221	1858
g474	--	324	399	1452	347	374	3445
g475	--	582	710	1958	671	860	6799
g476	--	524	787	4114	599	715	5872
g477	--	35	50	132	21	40	261
g478	--	92	117	288	56	104	758
g479	--	445	490	1392	274	317	2619
g48	--	341	445	1204	344	406	3458
g480	--	979	1393	9638	625	831	7152
g481	--	328	443	1164	546	649	5444
g482	--	598	636	1830	592	780	6282
g483	--	711	738	2274	694	900	7454
g484	--	867	1064	3276	1032	1302	10709
g485	--	1221	1273	3876	1424	1790	14269
g486	--	260	275	948	253	287	2521
g487	--	2274	3363	9742	2556	2980	25483
g488	--	386	597	1834	228	403	2961
g489	--	354	329	1400	253	296	2647
g49	--	409	442	1438	372	430	3514
g490	--	460	667	2174	385	427	3743
g491	--	452	519	1406	295	356	3049
g492	--	208	177	696	199	221	1858
g493	--	36	52	214	35	56	397
g494	--	319	449	1266	336	375	3402
g495	--	357	480	1366	350	403	3647
g496	--	82	142	378	59	63	608
g497	--	720	937	2936	824	939	7833
g498	--	1146	1939	5982	969	1277	10944
g499	--	245	460	1304	214	261	2329
g5	--	364	407	1673	345	443	3514
g50	--	641	692	2186	537	694	5778
g500	--	207	285	1084	237	332	2231
g501	--	269	279	1074	264	318	2576
g502	--	1037	1447	4228	1207	1559	12507
g503	--	789	1137	2936	986	1275	10972
g504	--	612	941	3242	869	941	8518
g505	--	90	90	328	89	120	958
g506	--	740	763	2238	865	1001	8736
g507	--	937	935	2990	969	1200	10190
g508	--	521	692	2108	428	502	4154
g509	--	45	95	346	102	88	698
g51	--	718	779	2446	813	1112	8852
g510	--	437	596	1706	551	642	5760
g511	--	294	277	1182	204	269	2124
g512	--	60	43	236	43	30	318
g513	--	28	73	238	66	86	483
g514	--	2270	3181	9030	2359	3375	27145
g515	--	2466	3003	9340	2426	3029	24749
g516	--	375	413	1452	318	497	3609
g517	--	271	258	1010	180	234	1869
g518	--	714	1216	3304	576	703	5742
g519	--	147	303	1004	158	187	1660
g52	--	101	115	374	157	204	1358
g520	--	107	230	718	119	135	1270
g521	--	1686	1871	5652	1665	1794	16118
g522	--	761	916	2724	760	879	7446
g523	--	529	536	1940	570	680	5335
g524	--	72	120	244	88	93	917
g525	--	1409	2879	7616	1743	2059	16734
g526	--	117	120	534	110	136	1136
g527	--	321	353	1086	490	552	4491
g528	--	1023	1115	3094	720	835	7070
g529	--	373	403	1138	376	587	4544
g53	--	422	434	1336	263	366	2858
g530	--	71	97	352	87	110	867
g531	--	1245	1580	4450	1168	1463	12376
g532	--	253	255	940	221	228	2075
g533	--	214	179	744	175	242	2160
g534	--	411	494	1342	279	305	2733
g535	--	526	680	1874	351	427	3700
g536	--	516	673	1876	467	635	4882
g537	--	58	87	256	59	91	605
g538	--	99	129	354	84	161	1124
g539	--	934	1067	3142	932	1150	9210
g54	--	82	91	306	71	112	828
g540	--	484	653	1842	439	528	4636
g541	--	159	152	788	163	149	1512
g542	--	914	1256	3300	556	674	5959
g543	--	391	655	1726	272	249	2602
g544	--	142	212	672	203	247	2177
g545	--	597	813	2496	631	710	6019
g546	--	324	344	1082	252	296	2651
g547	--	219	195	710	112	189	1532
g548	--	715	853	2356	610	825	6692
g549	--	31	24	98	8	11	189
g55	--	4236	5041	18586	3659	4353	38550
g550	--	397	501	1498	425	472	4116
g551	--	125	186	602	140	185	1474
g552	--	740	920	2784	685	836	7445
g553	--	364	436	1184	401	514	4174
g554	--	553	552	1554	503	591	5139
g555	--	286	403	1092	341	495	3900
g556	--	26	20	87	20	22	192
g557	--	11	20	115	6	11	59
g558	--	0	0	0	0	0	0
g559	--	2	1	5	2	0	7
g56	--	1200	1945	5094	1013	1218	10258
g560	--	0	2	5	0	0	0
g561	--	4	16	83	1	4	35
g562	--	9	7	14	2	0	18
g563	--	29	47	200	28	15	134
g564	--	4	7	34	2	0	54
g565	--	945	3131	9997	1633	1867	16401
g566	--	821	2572	9229	1265	1554	13193
g567	--	21	33	159	21	18	202
g568	--	2	4	133	1	4	48
g569	--	8	8	12	2	5	42
g57	--	1151	1541	3922	1378	1564	13649
g570	--	2	4	25	4	3	22
g571	--	7	13	34	6	11	40
g572	--	4	7	18	4	3	31
g573	--	10	8	54	7	0	41
g574	--	44	43	201	35	35	400
g575	--	92	61	252	36	57	399
g576	--	22	30	70	29	31	311
g577	--	70	46	202	56	65	580
g578	--	68	60	244	34	42	356
g579	--	160	124	372	75	86	884
g58	--	836	941	2828	725	909	7609
g580	--	19	29	483	25	23	203
g581	--	16	8	73	7	14	90
g582	--	242	271	4363	257	211	2308
g583	--	21	37	528	27	26	217
g584	--	11	2	50	8	4	38
g585	--	0	2	8	2	1	5
g586	--	8	10	35	2	2	84
g587	--	12	4	15	3	1	70
g588	--	2	2	4	0	0	6
g589	--	0	3	9	0	2	1
g59	--	1218	1800	5058	1501	1764	14566
g590	--	18	5	41	10	7	71
g591	--	31	24	282	9	14	185
g592	--	6	14	219	11	9	58
g593	--	11	13	264	5	3	81
g594	--	0	0	1	0	0	6
g595	--	59	37	663	37	54	489
g596	--	0	2	5	0	0	4
g597	--	0	0	0	0	0	0
g598	--	0	0	8	0	0	0
g599	--	3	12	74	0	5	32
g6	--	280	278	1755	215	279	2159
g60	--	667	1064	2610	748	912	7777
g600	--	0	1	8	0	4	0
g601	--	0	2	0	0	1	6
g602	--	0	0	0	0	0	0
g603	--	0	0	1	0	0	0
g604	--	0	0	0	0	0	0
g605	--	8	12	223	10	11	60
g606	--	1	5	5	0	1	9
g607	--	3	3	74	1	1	15
g608	--	1	0	6	1	0	13
g609	--	1	1	46	0	0	6
g61	--	177	278	756	162	244	2071
g610	--	4	0	12	1	5	18
g611	--	32	22	75	15	16	184
g612	--	1	0	16	1	1	2
g613	--	4	0	15	2	2	13
g614	--	0	0	0	0	0	0
g615	--	4	6	15	2	1	26
g616	--	1	6	2	2	0	15
g617	--	8	14	230	10	14	59
g618	--	0	0	0	0	0	0
g619	--	0	0	0	0	0	0
g62	--	119	95	324	85	105	861
g620	--	0	0	10	0	0	0
g621	--	0	1	1	0	0	0
g622	--	0	1	1	0	0	0
g623	--	0	0	0	0	0	0
g624	--	7	6	19	4	4	28
g625	--	5	4	15	4	2	21
g626	--	0	0	0	0	0	0
g627	--	0	0	0	0	0	0
g628	--	8	5	11	0	1	27
g629	--	2	0	1	0	2	8
g63	--	206	298	932	216	231	2352
g630	--	0	0	0	0	2	0
g631	--	3	2	16	2	0	11
g632	--	0	0	0	0	0	0
g633	--	2	0	0	0	0	0
g634	--	2	18	37	5	14	42
g635	--	3	7	19	0	0	8
g636	--	1	2	24	0	0	7
g637	--	3	0	12	2	1	6
g638	--	0	0	0	0	0	0
g639	--	56	35	147	27	51	306
g64	--	183	149	624	218	240	2241
g640	--	102	39	291	55	45	492
g641	--	2	5	76	12	5	87
g642	--	0	0	0	0	0	1
g643	--	1	1	14	4	2	10
g644	--	6	1	23	0	0	8
g645	--	0	0	21	0	2	2
g646	--	10	5	41	3	1	25
g647	--	10	13	21	0	5	19
g648	--	12	8	34	4	15	65
g649	--	3	13	31	2	5	30
g65	--	256	222	772	272	296	2573
g650	--	1	0	3	0	0	0
g651	--	0	0	0	0	0	0
g652	--	0	0	0	0	0	1
g653	--	0	2	0	0	0	3
g654	--	20	18	499	17	20	163
g655	--	0	0	0	0	0	1
g656	--	0	0	0	0	0	0
g657	--	8	8	29	4	7	34
g658	--	28	16	124	14	8	78
g659	--	108	72	517	76	79	701
g66	--	305	262	804	281	329	2740
g660	--	2	0	12	0	3	31
g661	--	16	35	504	36	34	251
g662	--	0	0	18	1	0	5
g663	--	9	8	18	2	0	42
g664	--	0	0	4	0	0	0
g665	--	15	15	208	9	9	111
g666	--	50	68	278	73	69	612
g667	--	1	0	3	0	2	1
g668	--	4	4	63	0	3	26
g669	--	0	2	4	0	0	2
g67	--	4769	7197	18542	6139	7257	63821
g670	--	4	1	27	2	1	11
g671	--	1	0	1	0	0	0
g672	--	0	0	0	0	0	0
g673	--	0	0	1	2	0	4
g674	--	2	0	1	0	0	6
g675	--	2	4	41	0	8	22
g676	--	3	2	11	2	1	32
g677	--	5	11	73	14	1	56
g678	--	0	0	1	0	0	1
g679	--	4	0	7	6	2	8
g68	--	2768	3386	9730	3476	4175	36022
g680	--	10	9	20	5	11	64
g681	--	9	8	24	2	4	49
g682	--	12	10	59	6	4	78
g683	--	22	18	166	10	24	94
g684	--	27	25	355	19	27	147
g685	--	3	12	12	6	3	51
g686	--	1017	1491	10554	901	1110	9750
g687	--	355	397	1528	321	401	3246
g688	--	10	4	12	0	0	31
g689	--	0	2	12	2	4	16
g69	--	175	254	868	240	316	2587
g690	--	416	473	1979	369	505	3882
g691	--	301	463	1949	319	353	3024
g692	--	259	310	1746	191	251	2159
g693	--	231	279	1562	170	223	1896
g694	--	75	101	548	61	83	663
g695	--	50	58	222	47	50	433
g696	--	950	1357	3513	1010	1265	10548
g697	--	53	50	278	42	51	417
g698	--	50	92	226	35	64	452
g699	--	100	98	556	61	75	665
g7	--	245	248	1573	188	251	1895
g70	--	5569	7958	22236	8721	10649	90615
g700	--	4482	4052	12569	3185	3956	32355
g701	--	1132	1475	4382	1110	1362	11439
g702	--	460	646	1674	666	796	6605
g703	--	785	1054	3006	656	831	7025
g704	--	1020	1342	4364	974	1124	9669
g705	--	188	176	576	132	214	1547
g706	--	836	959	2570	650	790	6347
g707	--	5219	19048	39724	3644	4491	38122
g708	--	51	403	920	31	41	374
g709	--	246	1179	2588	272	299	2515
g71	--	684	809	2300	788	904	8375
g710	--	162	349	840	153	171	1444
g711	--	247	644	1884	163	222	1851
g712	--	67	140	284	95	85	791
g713	--	1003	1351	3550	1002	1257	10297
g714	--	57	83	305	53	43	379
g715	--	260	260	623	144	185	1506
g716	--	93	93	554	55	61	567
g717	--	241	207	902	182	210	1649
g718	--	1448	1684	4900	1214	1549	12810
g719	--	84	94	364	98	113	910
g72	--	516	591	1984	571	668	6040
g720	--	353	442	1064	311	321	2602
g721	--	92	108	324	99	136	1045
g722	--	378	346	1026	339	372	3364
g723	--	686	833	2528	671	945	7121
g724	--	412	375	1250	285	336	2994
g725	--	514	624	1876	519	607	5543
g726	--	224	234	722	200	288	2310
g727	--	165	207	680	204	237	1756
g728	--	269	224	686	286	321	2963
g729	--	158	189	596	169	234	1749
g73	--	137	114	324	95	103	912
g730	--	371	553	1270	315	404	3163
g731	--	41	74	186	16	15	192
g732	--	232	262	1345	213	203	1813
g733	--	271	303	1512	241	229	2085
g734	--	742	967	3550	854	1033	8172
g735	--	951	1358	4068	869	955	8331
g736	--	202	292	840	279	287	2677
g737	--	858	1137	3144	947	1164	9885
g738	--	543	586	1642	486	634	5328
g739	--	115	124	378	119	156	1370
g74	--	653	911	2498	864	1006	7952
g740	--	294	556	1378	322	350	2991
g741	--	361	586	1602	393	427	3879
g742	--	616	575	1738	701	706	7057
g743	--	63	70	204	70	96	797
g744	--	221	317	790	330	385	3169
g745	--	822	1147	3064	760	934	7433
g746	--	234	297	752	235	254	2211
g747	--	292	354	938	297	320	2683
g748	--	482	499	1394	363	411	3600
g749	--	645	712	2004	852	922	7587
g75	--	653	911	2498	864	1006	7952
g750	--	126	196	486	153	131	1314
g751	--	266	413	1240	259	318	2630
g752	--	310	430	1634	419	469	3852
g753	--	450	428	1218	421	532	3955
g754	--	273	330	846	206	263	2277
g755	--	142	141	460	170	172	1373
g756	--	99	93	522	74	112	887
g757	--	64	85	178	50	82	595
g758	--	797	674	2232	469	641	5361
g759	--	316	330	1430	385	474	3873
g76	--	632	655	2100	808	830	7349
g760	--	64	74	604	73	77	590
g761	--	99	125	394	95	89	939
g762	--	411	557	1586	460	559	4545
g763	--	883	1198	3252	1074	1343	11369
g764	--	293	452	1316	318	372	3026
g765	--	842	1296	3554	992	1239	10079
g766	--	361	741	1958	241	364	2795
g767	--	0	12	10	0	0	21
g768	--	58	124	558	80	100	1028
g769	--	556	901	2852	553	600	5768
g77	--	33	53	198	26	33	297
g770	--	1746	2420	6506	1794	2149	17777
g771	--	366	575	1808	444	478	4269
g772	--	950	1314	3634	988	1187	10029
g773	--	950	1314	3634	988	1187	10029
g774	--	86	149	374	74	81	719
g775	--	320	381	1098	315	430	3361
g776	--	844	1331	3382	815	896	7812
g777	--	105	212	852	110	128	1331
g778	--	265	488	1306	260	310	2652
g779	--	462	531	1334	458	592	4789
g78	--	490	378	2547	275	355	3330
g780	--	448	767	2186	479	535	4822
g781	--	340	448	1290	230	316	2494
g782	--	1213	2466	6834	1086	1444	11762
g783	--	134	227	766	186	217	1911
g784	--	303	307	842	252	288	2571
g785	--	343	345	1260	323	415	3710
g786	--	447	518	1498	496	683	5635
g787	--	165	156	530	128	123	1348
g788	--	2227	2728	8786	2347	2982	24915
g789	--	2518	4821	12902	2803	3038	27749
g79	--	16944	36209	95034	29847	33844	296354
g790	--	629	526	2014	419	497	4575
g791	--	617	741	2028	1100	1200	10432
g792	--	59	67	312	109	90	885
g793	--	515	680	2138	562	626	5587
g794	--	5777	7163	20626	6043	7482	62644
g795	--	5511	6666	19242	5720	7079	59402
g796	--	426	683	2430	503	609	5166
g797	--	406	500	1582	381	470	4201
g798	--	82	235	690	231	254	2105
g799	--	585	639	2436	562	631	5897
g8	--	98	115	603	77	77	726
g80	--	1748	1807	6987	1612	1991	17228
g800	--	839	1089	2664	896	1138	9097
g801	--	616	706	2002	712	1014	7656
g802	--	111	105	334	94	149	978
g803	--	1745	2317	7284	1866	2129	19172
g804	--	2865	4332	11850	3066	3909	31431
g805	--	126	96	358	78	118	859
g806	--	343	478	1222	393	399	3443
g807	--	1180	1847	4772	1631	1894	16080
g808	--	85	83	380	84	132	862
g809	--	666	793	2368	555	768	6261
g81	--	1285	1355	3882	1213	1451	12492
g810	--	475	566	1876	435	580	4643
g811	--	154	209	770	178	176	1786
g812	--	1077	1229	4118	1174	1407	11610
g813	--	1453	1829	4854	1612	1949	15717
g814	--	102	81	324	123	141	1075
g815	--	245	232	840	288	355	2992
g816	--	299	378	1338	344	420	3561
g817	--	46	65	352	65	74	556
g818	--	4542	7251	18032	9463	11271	96240
g819	--	355	450	1106	336	386	3249
g82	--	29	36	68	14	17	168
g820	--	1601	1978	5910	1788	2159	16619
g821	--	563	625	2228	550	687	5247
g822	--	317	475	1198	372	424	3956
g823	--	372	430	1202	427	515	4144
g824	--	44	45	162	12	27	176
g825	--	200	344	976	203	235	2060
g826	--	349	471	1710	181	263	2107
g827	--	864	1289	3692	980	1015	8983
g828	--	323	341	1198	367	433	3619
g829	--	131	165	572	142	137	1351
g83	--	227	405	1749	352	374	3491
g830	--	576	443	1628	444	593	4741
g831	--	185	237	878	194	223	2087
g832	--	219	249	1046	216	292	2139
g833	--	1031	1278	3398	1264	1480	12889
g834	--	490	509	1578	500	634	4887
g835	--	2041	2782	9034	1964	2534	21164
g836	--	1005	1723	4328	1005	1147	10179
g837	--	727	984	2960	591	736	6165
g838	--	1307	1685	5130	1348	1546	13615
g839	--	2647	3265	9378	2477	2989	25330
g84	--	126	123	406	131	157	1414
g840	--	259	355	1316	289	285	2541
g841	--	892	1033	3118	606	685	6155
g842	--	7100	9553	25894	7228	8392	71248
g843	--	284	308	928	369	429	3584
g844	--	182	197	712	205	195	1910
g845	--	321	520	1338	831	934	8074
g846	--	214	295	1240	267	368	2954
g847	--	250	467	1146	331	310	2741
g848	--	1850	2890	7694	1398	1723	13876
g849	--	215	365	1282	265	315	2754
g85	--	127	140	368	135	186	1235
g850	--	1666	1587	4883	1038	1138	10169
g851	--	684	766	1972	488	546	5074
g852	--	1514	1528	4456	953	1069	9434
g853	--	931	1415	3592	1171	1312	11161
g854	--	389	598	1532	500	590	4737
g855	--	165	218	590	132	184	1685
g856	--	202	352	1036	184	199	1802
g857	--	1203	1888	5198	1167	1308	12081
g858	--	1317	1741	5006	1831	2159	18791
g859	--	875	1175	3452	1287	1541	12951
g86	--	202	193	684	168	200	1784
g860	--	991	1388	4262	1641	1982	16405
g861	--	311	363	1032	296	357	2955
g862	--	26	47	184	53	65	409
g863	--	447	436	1582	422	485	3687
g864	--	1209	1635	4274	997	1064	9331
g865	--	131	182	502	169	188	1398
g866	--	340	412	1224	328	378	3474
g867	--	306	421	962	271	368	2979
g868	--	398	449	1652	380	479	3871
g869	--	513	652	2042	526	703	5967
g87	--	413	419	1318	435	487	4501
g870	--	348	415	1686	297	374	3145
g871	--	1367	1924	5776	1710	1933	16976
g872	--	2218	2822	8522	2221	2929	23879
g873	--	50	43	258	50	81	602
g874	--	325	341	978	373	361	3608
g875	--	302	312	990	342	436	3349
g876	--	284	245	966	242	262	2378
g877	--	150	244	730	203	198	2000
g878	--	2809	3924	10430	3538	4294	36563
g879	--	1657	2666	9400	1691	2088	17493
g88	--	244	205	772	218	247	2144
g880	--	1534	1956	5350	2475	2595	23929
g881	--	195	214	776	100	151	1297
g882	--	444	526	1668	357	498	3980
g883	--	172	276	1044	181	233	2194
g884	--	138	155	530	111	152	1308
g885	--	882	1494	4042	767	864	7904
g886	--	1517	1417	4502	1400	1642	14630
g887	--	763	924	2738	945	1162	9027
g888	--	124	78	434	87	121	944
g889	--	227	420	1176	317	292	2552
g89	--	639	958	2520	1066	1256	10288
g890	--	3332	4128	11004	3844	4513	38509
g891	--	712	1054	3078	739	904	7971
g892	--	469	523	1754	431	558	4772
g893	--	199	295	970	203	254	2080
g894	--	243	365	1016	269	316	2552
g895	--	34	148	464	46	61	525
g896	--	170	277	950	159	205	1536
g897	--	162	211	820	141	153	1552
g898	--	1321	1514	4364	1307	1519	12898
g899	--	414	444	1530	463	590	5112
g9	--	53	54	225	57	56	465
g90	--	364	514	1526	338	402	3267
g900	--	365	743	1990	361	396	3396
g901	--	36	127	370	46	54	475
g902	--	601	835	2702	734	906	7952
g903	--	1917	2477	7018	1602	1681	15092
g904	--	302	323	930	365	435	3862
g905	--	498	744	2112	674	749	6837
g906	--	734	727	2480	595	706	5699
g907	--	126	189	602	145	172	1281
g908	--	1747	2331	6508	1733	2250	18528
g909	--	657	1187	3302	988	1141	10071
g91	--	315	374	1070	325	293	3062
g910	--	256	283	922	235	326	2547
g911	--	994	1291	3602	946	1232	10053
g912	--	292	271	796	196	229	1998
g913	--	1895	2584	7376	2375	2900	23790
g914	--	346	250	860	285	297	2833
g915	--	619	695	1760	541	704	6082
g916	--	2055	2641	7450	2415	2952	24391
g917	--	124	175	572	117	153	1245
g918	--	668	916	2350	768	938	8224
g919	--	1957	3213	7784	2118	2630	21581
g92	--	248	393	1040	335	389	3142
g920	--	54	100	432	51	76	551
g921	--	538	637	1722	404	461	4752
g922	--	431	482	1662	309	300	2847
g923	--	158	205	634	150	184	1489
g924	--	676	960	2580	660	726	6569
g925	--	290	315	926	333	414	3203
g926	--	263	379	1152	302	364	2961
g927	--	219	221	680	234	297	2335
g928	--	303	458	1362	406	385	3964
g929	--	100	270	700	155	180	1380
g93	--	250	258	1378	250	249	2206
g930	--	2491	2983	9096	2340	2800	23889
g931	--	302	544	1748	359	426	3140
g932	--	412	633	1794	478	619	5089
g933	--	345	288	988	298	359	2934
g934	--	619	557	1750	523	685	5275
g935	--	450	569	1588	402	488	4069
g936	--	914	1055	3058	995	1195	9395
g937	--	145	125	554	75	123	986
g938	--	506	593	1820	619	712	6038
g939	--	465	804	3074	630	697	6200
g94	--	273	302	886	268	334	2629
g940	--	1275	1604	4936	1387	1532	13381
g941	--	878	1430	3690	1188	1338	11648
g942	--	498	620	1796	499	651	5278
g943	--	843	1062	3244	876	1081	9122
g944	--	51	46	208	35	31	352
g945	--	1246	2053	5364	1719	1873	15999
g946	--	143	175	648	153	177	1420
g947	--	1052	1713	4608	1113	1386	10784
g948	--	229	248	830	243	240	2206
g949	--	90	161	388	109	93	873
g95	--	46	94	338	94	89	892
g950	--	150	276	732	172	175	1736
g951	--	64	129	512	82	116	951
g952	--	82	192	558	107	140	1064
g953	--	206	267	820	265	325	2725
g954	--	307	433	2090	155	254	2133
g955	--	717	834	2921	538	736	5462
g956	--	2473	3219	11581	1984	2357	20436
g957	--	226	378	1182	330	362	3132
g958	--	649	933	2892	789	855	7605
g959	--	157	215	586	211	164	1584
g96	--	21	104	224	41	60	358
g960	--	700	1096	2808	932	984	8589
g961	--	242	315	826	238	321	2890
g962	--	917	1186	3032	763	1000	8001
g963	--	1344	2047	5144	1819	2137	17449
g964	--	62	109	318	54	64	551
g965	--	111	140	572	124	151	1058
g966	--	223	244	766	235	324	2518
g967	--	144	213	826	123	160	1326
g968	--	44	42	132	28	44	274
g969	--	417	455	1244	414	509	4090
g97	--	152	257	564	157	195	1604
g970	--	676	1220	3022	675	805	6677
g971	--	876	1003	2824	809	1012	8783
g972	--	984	1517	3582	1165	1500	12069
g973	--	394	401	1272	367	460	4209
g974	--	1572	2043	5736	1938	2161	18397
g975	--	251	398	1040	208	278	2590
g976	--	1203	1408	4114	1048	1084	9510
g977	--	91	68	296	43	69	487
g978	--	302	273	796	276	331	2915
g979	--	247	234	826	193	184	1853
g98	--	830	1204	3042	758	994	7184
g980	--	363	368	1222	288	406	3257
g981	--	690	958	2870	994	1228	9540
g982	--	854	1056	3396	788	962	7702
g983	--	1914	3017	7658	1536	1758	14964
g984	--	1351	1734	4444	1384	1728	14799
g985	--	63	106	252	90	114	822
g986	--	67	49	180	26	27	220
g987	--	3292	4682	13586	5034	5982	49765
g988	--	858	1213	3246	936	1076	9384
g989	--	1946	2699	7568	2157	2477	21925
g99	--	296	285	1230	307	391	3532
g990	--	310	511	1306	407	395	3651
g991	--	319	499	1376	374	545	4171
g992	--	773	792	3346	672	857	7304
g993	--	430	492	1370	459	599	4651
g994	--	543	777	2106	616	743	6541
g995	--	377	465	1506	387	510	4452
g996	--	147	181	584	117	128	1103
g997	--	146	145	462	121	131	1206
g998	--	148	147	474	122	131	1221
g999	--	37	24	94	12	15	161
